"s"	"ct"
"http://rdf.glycoinfo.org/glycan/G07831RZ"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(6+1)7d
7:7o(3+1)8d
8:8o(6+1)9d
9:9o(2+1)10d
10:10d(2+1)11n"
"http://rdf.glycoinfo.org/glycan/G28026DF"	"RES
1b:a-dara-PEN-1:4
2b:a-dara-PEN-1:4
3b:a-dara-PEN-1:4
LIN
1:1o(5+1)2d
2:2o(5+1)3d"
"http://rdf.glycoinfo.org/glycan/G14470HK"	"RES
1b:b-dglc-HEX-1:5
2b:b-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13b:a-dman-HEX-1:5
14b:b-dglc-HEX-1:5
15s:n-acetyl
16b:b-dgal-HEX-1:5
17b:b-dglc-HEX-1:5
18s:n-acetyl
19b:b-dgal-HEX-1:5
20b:b-dglc-HEX-1:5
21s:n-acetyl
22b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(2+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:3o(4+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:2o(6+1)13d
13:13o(2+1)14d
14:14d(2+1)15n
15:14o(4+1)16d
16:13o(6+1)17d
17:17d(2+1)18n
18:17o(4+1)19d
19:19o(3+1)20d
20:20d(2+1)21n
21:20o(4+1)22d"
"http://rdf.glycoinfo.org/glycan/G93583AH"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dgal-HEX-1:5
8b:b-dglc-HEX-1:5
9s:n-acetyl
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:3o(4+1)8d
8:8d(2+1)9n
9:3o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n
12:11o(4+1)13d"
"http://rdf.glycoinfo.org/glycan/G19790PJ"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:b-dglc-HEX-1:5
9s:n-acetyl
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:5o(4+1)8d
8:8d(2+1)9n
9:5o(6+1)10d
10:10o(3+1)11d
11:10o(6+1)12d"
"http://rdf.glycoinfo.org/glycan/G34468EW"	"RES
1b:x-dgal-HEX-1:5
2b:a-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G40380TK"	"RES
1b:a-dman-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5b:a-dara-PEN-1:5
6s:phosphate
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:2o(6+1)6n"
"http://rdf.glycoinfo.org/glycan/G96651PA"	"RES
1b:x-dman-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dgal-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G54746NB"	"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(3+1)3d
3:2o(6+1)4d"
"http://rdf.glycoinfo.org/glycan/G73108NW"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:a-dgal-HEX-1:5
4b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d"
"http://rdf.glycoinfo.org/glycan/G65850ES"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13b:b-dglc-HEX-1:5
14s:n-acetyl
15b:b-dgal-HEX-1:5
16b:a-dman-HEX-1:5
17b:b-dglc-HEX-1:5
18s:n-acetyl
19b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:6o(4+1)13d
13:13d(2+1)14n
14:13o(4+1)15d
15:5o(6+1)16d
16:16o(2+1)17d
17:17d(2+1)18n
18:17o(4+1)19d"
"http://rdf.glycoinfo.org/glycan/G89993FE"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:a-dman-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:5o(6+1)9d
9:9o(2+1)10d
10:10d(2+1)11n
11:10o(4+1)12d"
"http://rdf.glycoinfo.org/glycan/G87866DD"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:a-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dglc-HEX-1:5
8b:a-dglc-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:5o(2+1)6d
6:6o(3+1)7d
7:7o(3+1)8d
8:3o(6+1)9d
9:9o(3+1)10d
10:10o(2+1)11d"
"http://rdf.glycoinfo.org/glycan/G60623ZT"	"RES
1b:b-dglc-HEX-1:5
2b:a-dman-HEX-1:5
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dglc-HEX-1:5
6s:n-acetyl
LIN
1:1o(6+1)2d
2:2o(2+1)3d
3:3d(2+1)4n
4:2o(6+1)5d
5:5d(2+1)6n"
"http://rdf.glycoinfo.org/glycan/G35932AR"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(6+1)3d
3:3d(2+1)4n"
"http://rdf.glycoinfo.org/glycan/G36781FI"	"RES
1b:a-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(6+1)4d"
"http://rdf.glycoinfo.org/glycan/G64623GC"	"RES
1b:x-dglc-HEX-1:5
2b:x-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
LIN
1:1o(2+1)2d
2:2o(6+1)3d"
"http://rdf.glycoinfo.org/glycan/G83074ZL"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:1o(6+1)4d
4:4d(2+1)5n
5:4o(4+1)6d"
"http://rdf.glycoinfo.org/glycan/G00558IW"	"RES
1b:x-dgal-HEX-1:5
2b:b-dgal-HEX-1:5
3s:n-acetyl
4b:b-dgal-HEX-1:5
5b:b-dglc-HEX-1:5
6s:n-acetyl
LIN
1:1o(3+1)2d
2:2d(2+1)3n
3:2o(3+1)4d
4:2o(6+1)5d
5:5d(2+1)6n"
"http://rdf.glycoinfo.org/glycan/G88998CC"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dglc-HEX-1:5
10b:a-dman-HEX-1:5
11b:a-dman-HEX-1:5
12b:a-dglc-HEX-1:5
13b:a-dman-HEX-1:5
14b:a-dman-HEX-1:5
15b:a-dglc-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7o(2+1)8d
8:8o(2+1)9d
9:5o(6+1)10d
10:10o(3+1)11d
11:11o(2+1)12d
12:10o(6+1)13d
13:13o(2+1)14d
14:14o(2+1)15d"
"http://rdf.glycoinfo.org/glycan/G51073ZJ"	"RES
1b:a-lara-PEN-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:1o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G59830OQ"	"RES
1b:a-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
7b:a-dglc-HEX-1:5
8b:b-dglc-HEX-1:5
9b:b-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d
6:6o(4+1)7d
7:7o(4+1)1d
8:1o(6+1)8d
9:8o(4+1)9d"
"http://rdf.glycoinfo.org/glycan/G58745SG"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(4+1)3d
3:3o(6+1)4d
4:4o(4+1)5d"
"http://rdf.glycoinfo.org/glycan/G37444JE"	"RES
1b:a-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dman-HEX-1:5
4s:phosphate
LIN
1:1o(2+1)2d
2:2o(2+1)3d
3:3o(6+1)4n"
"http://rdf.glycoinfo.org/glycan/G07930AJ"	"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:a-dgal-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:a-dgal-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(4+1)4d
4:4d(2+1)5n
5:4o(3+1)6d
6:6o(4+1)7d
7:7d(2+1)8n
8:7o(3+1)9d"
"http://rdf.glycoinfo.org/glycan/G88838HK"	"RES
1b:x-dgal-HEX-1:5
2b:a-lgal-HEX-1:5
3b:b-dgal-HEX-1:5
4b:a-lgal-HEX-1:5
5b:b-dgal-HEX-1:5
6b:a-lgal-HEX-1:5
7b:b-dgal-HEX-1:5
8b:a-lgal-HEX-1:5
9s:anhydro
10s:sulfate
11s:anhydro
12s:sulfate
13s:anhydro
14s:sulfate
15s:anhydro
LIN
1:1o(3+1)2d
2:2o(4+1)3d
3:3o(3+1)4d
4:4o(4+1)5d
5:5o(3+1)6d
6:6o(4+1)7d
7:7o(3+1)8d
8:8d(3+1)9n
9:8o(6+1)9n
10:7o(6+1)10n
11:6d(3+1)11n
12:6o(6+1)11n
13:5o(6+1)12n
14:4d(3+1)13n
15:4o(6+1)13n
16:3o(6+1)14n
17:2d(3+1)15n
18:2o(6+1)15n"
"http://rdf.glycoinfo.org/glycan/G05153MO"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(4+1)3d
3:3o(6+1)4d"
"http://rdf.glycoinfo.org/glycan/G83689NL"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dgal-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
14b:b-dglc-HEX-1:5
15s:n-acetyl
16b:a-dman-HEX-1:5
17b:b-dglc-HEX-1:5
18s:n-acetyl
19b:b-dgal-HEX-1:5
20b:b-dglc-HEX-1:5
21s:n-acetyl
22b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:6o(4+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:5o(4+1)14d
14:14d(2+1)15n
15:5o(6+1)16d
16:16o(2+1)17d
17:17d(2+1)18n
18:17o(4+1)19d
19:16o(6+1)20d
20:20d(2+1)21n
21:20o(4+1)22d"
"http://rdf.glycoinfo.org/glycan/G36515FF"	"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:2o(3+1)3d
3:3o(6+1)4d"
"http://rdf.glycoinfo.org/glycan/G39394GH"	"RES
1b:x-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
7b:a-dglc-HEX-1:5
8s:anhydro
9s:anhydro
10s:anhydro
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d
6:6o(4+1)7d
7:6d(3+1)8n
8:6o(6+1)8n
9:4d(3+1)9n
10:4o(6+1)9n
11:3d(3+1)10n
12:3o(6+1)10n"
"http://rdf.glycoinfo.org/glycan/G93784XZ"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(2+1)4d
4:4o(2+1)5d"
"http://rdf.glycoinfo.org/glycan/G78750JU"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(3+1)7d"
"http://rdf.glycoinfo.org/glycan/G26459QM"	"RES
1b:b-dxyl-PEN-1:5
2b:b-dglc-HEX-1:5
LIN
1:1o(2+1)2d"
"http://rdf.glycoinfo.org/glycan/G07696MJ"	"RES
1b:b-dman-HEX-1:5
2b:a-dman-HEX-1:5
LIN
1:1o(3+1)2d"
"http://rdf.glycoinfo.org/glycan/G94173VC"	"RES
1b:b-dglc-HEX-1:5
2b:b-dgal-HEX-1:5
3b:a-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5s:n-acetyl
LIN
1:1o(4+1)2d
2:2o(6+1)3d
3:3o(3+1)4d
4:4d(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G02863EJ"	"RES
1b:a-lgro-dman-HEP-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G41070KM"	"RES
1b:a-dglc-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
4b:a-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
6b:a-dglc-HEX-1:5
7b:a-dglc-HEX-1:5
8b:a-dglc-HEX-1:5
9b:a-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d
3:3o(4+1)4d
4:4o(4+1)5d
5:5o(4+1)6d
6:6o(4+1)7d
7:7o(4+1)1d
8:7o(6+1)8d
9:4o(6+1)9d"
"http://rdf.glycoinfo.org/glycan/G47019LE"	"RES
1b:o-dgro-TRI-0:0
2b:b-dgal-HEX-1:5
LIN
1:1o(1+1)2d"
"http://rdf.glycoinfo.org/glycan/G37013QE"	"RES
1b:b-dglc-HEX-1:5
2b:b-dman-HEX-1:5
3b:a-dman-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:a-dman-HEX-1:5
11b:b-dglc-HEX-1:5
12s:n-acetyl
13b:b-dgal-HEX-1:5
14b:b-dglc-HEX-1:5
15s:n-acetyl
16b:b-dgal-HEX-1:5
17b:b-dglc-HEX-1:5
18s:n-acetyl
19b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(2+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:3o(4+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:2o(6+1)10d
10:10o(2+1)11d
11:11d(2+1)12n
12:11o(4+1)13d
13:10o(6+1)14d
14:14d(2+1)15n
15:14o(4+1)16d
16:16o(3+1)17d
17:17d(2+1)18n
18:17o(4+1)19d"
"http://rdf.glycoinfo.org/glycan/G06303JQ"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:b-dglc-HEX-1:5
7s:n-acetyl
8b:b-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(4+1)6d
6:6d(2+1)7n
7:6o(4+1)8d"
"http://rdf.glycoinfo.org/glycan/G39576LX"	"RES
1b:a-lara-PEN-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(2+1)3d"
"http://rdf.glycoinfo.org/glycan/G92734MB"	"RES
1b:a-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3s:n-acetyl
4b:b-dglc-HEX-1:5
5b:a-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:2d(2+1)3n
3:2o(3+1)4d
4:4o(2+1)5d"
"http://rdf.glycoinfo.org/glycan/G99988IC"	"RES
1b:x-dglc-HEX-1:5
2b:a-lara-PEN-1:5
3s:amino
LIN
1:1o(2+1)2d
2:2d(3+1)3n"
"http://rdf.glycoinfo.org/glycan/G06131VP"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dglc-HEX-1:5
10s:n-acetyl
11b:a-dman-HEX-1:5
12b:b-dglc-HEX-1:5
13s:n-acetyl
14b:b-dgal-HEX-1:5
15b:b-dglc-HEX-1:5
16s:n-acetyl
17b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:6o(4+1)9d
9:9d(2+1)10n
10:5o(6+1)11d
11:11o(2+1)12d
12:12d(2+1)13n
13:12o(4+1)14d
14:11o(6+1)15d
15:15d(2+1)16n
16:15o(4+1)17d"
"http://rdf.glycoinfo.org/glycan/G41752RI"	"RES
1b:b-dgal-HEX-1:5
2b:b-dglc-HEX-1:5
3s:n-acetyl
4b:b-dgal-HEX-1:5
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dgal-HEX-1:5
LIN
1:1o(4+1)2d
2:2d(2+1)3n
3:2o(4+1)4d
4:1o(6+1)5d
5:5d(2+1)6n
6:5o(4+1)7d"
"http://rdf.glycoinfo.org/glycan/G96121VB"	"RES
1b:a-dman-HEX-1:5
2b:a-dman-HEX-1:5
3b:a-dglc-HEX-1:5
LIN
1:1o(2+1)2d
2:1o(3+1)3d"
"http://rdf.glycoinfo.org/glycan/G70538OR"	"RES
1b:x-dgal-HEX-1:5
2s:n-acetyl
3b:b-dgal-HEX-1:5
4b:b-dglc-HEX-1:5
5s:n-acetyl
6b:b-dgal-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13b:b-dglc-HEX-1:5
14s:n-acetyl
15b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(3+1)3d
3:3o(3+1)4d
4:4d(2+1)5n
5:4o(4+1)6d
6:6o(3+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:9o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:12o(3+1)13d
13:13d(2+1)14n
14:13o(4+1)15d"
"http://rdf.glycoinfo.org/glycan/G34002KU"	"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
5b:b-dglc-HEX-1:5
6b:b-dglc-HEX-1:5
7s:n-acetyl
8b:b-dglc-HEX-1:5
LIN
1:1o(6+1)2d
2:2o(3+1)3d
3:2o(6+1)4d
4:4o(6+1)5d
5:5o(3+1)6d
6:6d(2+1)7n
7:5o(6+1)8d"
"http://rdf.glycoinfo.org/glycan/G57881VN"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:b-dglc-HEX-1:5
8s:n-acetyl
9b:b-dgal-HEX-1:5
10b:b-dglc-HEX-1:5
11s:n-acetyl
12b:b-dgal-HEX-1:5
13b:a-dman-HEX-1:5
14b:b-dglc-HEX-1:5
15s:n-acetyl
16b:b-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(2+1)7d
7:7d(2+1)8n
8:7o(4+1)9d
9:6o(3+1)10d
10:10d(2+1)11n
11:10o(4+1)12d
12:5o(6+1)13d
13:13o(2+1)14d
14:14d(2+1)15n
15:14o(4+1)16d"
"http://rdf.glycoinfo.org/glycan/G67951HH"	"RES
1b:b-dglc-HEX-1:5
2b:b-dman-HEX-1:5
3b:b-dman-HEX-1:5
LIN
1:1o(4+1)2d
2:2o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G77451BX"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:b-dglc-HEX-1:5
6s:n-acetyl
7b:b-dgal-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(2+1)5d
5:5d(2+1)6n
6:5o(4+1)7d
7:3o(6+1)8d
8:8o(3+1)9d"
"http://rdf.glycoinfo.org/glycan/G18628GH"	"RES
1b:a-dgal-HEX-1:5
2s:n-acetyl
3s:sulfate
4b:b-dglc-HEX-1:5
5s:n-acetyl
LIN
1:1d(2+1)2n
2:1o(3+1)3n
3:1o(6+1)4d
4:4d(2+1)5n"
"http://rdf.glycoinfo.org/glycan/G03359WD"	"RES
1b:a-dman-HEX-1:5
2b:b-dgal-HEX-1:5
3b:b-dgal-HEX-1:5
4b:b-dgal-HEX-1:5
5b:b-dgal-HEX-1:5
6s:phosphate
LIN
1:1o(4+1)2d
2:2o(3+1)3d
3:3o(3+1)4d
4:4o(3+1)5d
5:2o(6+1)6n"
"http://rdf.glycoinfo.org/glycan/G45298PB"	"RES
1b:x-dglc-HEX-1:5
2b:b-dglc-HEX-1:5
3b:b-dglc-HEX-1:5
4b:b-dglc-HEX-1:5
5b:b-dglc-HEX-1:5
6s:amino
7b:b-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:1o(6+1)3d
3:3o(6+1)4d
4:4o(3+1)5d
5:5d(2+1)6n
6:4o(6+1)7d"
"http://rdf.glycoinfo.org/glycan/G69389HO"	"RES
1b:x-xgal-HEX-1:5
2b:x-xgal-HEX-1:4
LIN
1:1o(3+1)2d"
"http://rdf.glycoinfo.org/glycan/G43835PV"	"RES
1b:x-dgal-HEX-1:5
2b:a-dglc-HEX-1:5
3b:a-dglc-HEX-1:5
LIN
1:1o(3+1)2d
2:1o(4+1)3d"
"http://rdf.glycoinfo.org/glycan/G92684AL"	"RES
1b:b-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4s:n-acetyl
5b:b-dman-HEX-1:5
6b:a-dman-HEX-1:5
7b:a-dman-HEX-1:5
8b:a-dman-HEX-1:5
9b:a-dman-HEX-1:5
10b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3d(2+1)4n
4:3o(4+1)5d
5:5o(3+1)6d
6:6o(6+1)7d
7:5o(6+1)8d
8:8o(3+1)9d
9:8o(6+1)10d"
"http://rdf.glycoinfo.org/glycan/G25402ER"	"RES
1b:a-dglc-HEX-1:5
2s:amino
3b:a-dman-HEX-1:5
4b:a-dman-HEX-1:5
5b:b-dgal-HEX-1:4
6b:a-dgal-HEX-1:5
7b:a-dgal-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(3+1)4d
4:4o(3+1)5d
5:5o(3+1)6d
6:6o(6+1)7d"
"http://rdf.glycoinfo.org/glycan/G23874KQ"	"RES
1b:x-dglc-HEX-1:5
2s:n-acetyl
3b:b-dglc-HEX-1:5
4b:b-dman-HEX-1:5
5b:a-dman-HEX-1:5
6b:b-dglc-HEX-1:5
7s:n-acetyl
8b:b-dgal-HEX-1:5
9b:a-dman-HEX-1:5
LIN
1:1d(2+1)2n
2:1o(4+1)3d
3:3o(4+1)4d
4:4o(3+1)5d
5:5o(2+1)6d
6:6d(2+1)7n
7:6o(4+1)8d
8:4o(6+1)9d"
